year,month,day,hour,day_of_week,temperature_F,demand_actual
2019,7,5,1,5,78.59,10907
2019,7,5,2,5,76.53,10204
2019,7,5,3,5,75.14,9764
2019,7,5,4,5,73.94,9499
2019,7,5,5,5,73.32,9442
2019,7,5,6,5,73.45,9699
2019,7,5,7,5,73.14,10029
2019,7,5,8,5,72.84,10552
2019,7,5,9,5,72.38,11236
2019,7,5,10,5,72.10,11992
2019,7,5,11,5,72.54,12809
2019,7,5,12,5,73.19,13699
2019,7,5,13,5,75.09,14563
2019,7,5,14,5,77.26,15459
2019,7,5,15,5,81.56,16159
2019,7,5,16,5,82.81,16729
2019,7,5,17,5,85.47,17199
2019,7,5,18,5,86.96,17325
2019,7,5,19,5,86.87,17004
2019,7,5,20,5,85.71,16285
2019,7,5,21,5,83.09,15424
2019,7,5,22,5,83.97,14695
2019,7,5,23,5,82.59,13550
2019,7,6,0,6,81.35,12441
2019,7,6,1,6,79.52,11487
2019,7,6,2,6,77.06,10788
2019,7,6,3,6,75.90,10254
2019,7,6,4,6,74.66,9921
2019,7,6,5,6,74.18,9685
2019,7,6,6,6,73.75,9704
2019,7,6,7,6,73.78,9719
2019,7,6,8,6,73.45,10131
2019,7,6,9,6,72.90,10826
2019,7,6,10,6,73.33,11691
2019,7,6,11,6,73.38,12715
2019,7,6,12,6,74.27,13808
2019,7,6,13,6,75.69,14877
2019,7,6,14,6,78.20,15733
2019,7,6,15,6,81.76,16220
2019,7,6,16,6,84.10,16314
2019,7,6,17,6,85.81,16322
2019,7,6,18,6,86.53,16347
2019,7,6,19,6,86.96,16203
2019,7,6,20,6,86.79,15871
2019,7,6,21,6,86.41,15289
2019,7,6,22,6,84.98,14848
2019,7,6,23,6,84.88,13831
2019,7,7,0,7,83.98,12756
2019,7,7,1,7,82.64,11816
2019,7,7,2,7,81.14,11063
2019,7,7,3,7,79.25,10497
2019,7,7,4,7,78.25,10091
2019,7,7,5,7,77.20,9898
2019,7,7,6,7,76.85,9845
2019,7,7,7,7,75.95,9754
2019,7,7,8,7,75.33,10259
2019,7,7,9,7,74.25,11416
2019,7,7,10,7,75.06,12782
2019,7,7,11,7,75.07,14172
2019,7,7,12,7,77.35,15400
2019,7,7,13,7,79.46,16420
2019,7,7,14,7,82.69,17216
2019,7,7,15,7,86.99,17660
2019,7,7,16,7,88.21,17872
2019,7,7,17,7,90.28,17948
2019,7,7,18,7,91.35,17873
2019,7,7,19,7,91.28,17560
2019,7,7,20,7,89.80,16956
2019,7,7,21,7,87.52,16314
2019,7,7,22,7,84.98,15808
2019,7,7,23,7,83.91,14613
2019,7,8,0,1,82.45,13369
2019,7,8,1,1,80.84,12356
2019,7,8,2,1,79.50,11589
2019,7,8,3,1,77.85,11062
2019,7,8,4,1,77.03,10738
2019,7,8,5,1,76.46,10720
2019,7,8,6,1,75.55,11153
2019,7,8,7,1,74.97,11759
2019,7,8,8,1,74.36,12629
2019,7,8,9,1,73.91,13660
2019,7,8,10,1,74.96,14822
2019,7,8,11,1,75.27,16209
2019,7,8,12,1,76.81,17466
2019,7,8,13,1,79.12,18401
2019,7,8,14,1,81.65,19223
2019,7,8,15,1,85.33,19842
2019,7,8,16,1,87.69,20035
2019,7,8,17,1,89.86,19946
2019,7,8,18,1,90.45,19807
2019,7,8,19,1,90.94,19361
2019,7,8,20,1,90.22,18732
2019,7,8,21,1,90.61,17940
2019,7,8,22,1,86.50,17257
2019,7,8,23,1,85.10,15871
2019,7,9,0,2,84.06,14456
2019,7,9,1,2,81.75,13347
2019,7,9,2,2,80.54,12488
2019,7,9,3,2,78.48,11910
2019,7,9,4,2,77.66,11565
2019,7,9,5,2,76.90,11458
2019,7,9,6,2,75.90,11835
2019,7,9,7,2,75.62,12478
2019,7,9,8,2,74.83,13048
2019,7,9,9,2,74.44,13451
2019,7,9,10,2,74.18,13750
2019,7,9,11,2,74.16,14276
2019,7,9,12,2,74.55,14677
2019,7,9,13,2,74.96,15032
2019,7,9,14,2,76.12,15414
2019,7,9,15,2,78.27,15695
2019,7,9,16,2,79.35,16052
2019,7,9,17,2,80.61,16271
2019,7,9,18,2,81.58,16320
2019,7,9,19,2,82.53,16147
2019,7,9,20,2,83.94,15834
2019,7,9,21,2,84.40,15431
2019,7,9,22,2,82.37,15083
2019,7,9,23,2,81.63,13982
2019,7,10,0,3,80.79,12784
2019,7,10,1,3,79.74,11847
2019,7,10,2,3,78.26,11225
2019,7,10,3,3,76.80,10793
2019,7,10,4,3,76.10,10606
2019,7,10,5,3,75.63,10637
2019,7,10,6,3,75.13,11127
2019,7,10,7,3,74.68,11801
2019,7,10,8,3,73.84,12539
2019,7,10,9,3,73.05,13302
2019,7,10,10,3,74.35,14192
2019,7,10,11,3,74.24,15183
2019,7,10,12,3,74.88,16121
2019,7,10,13,3,76.62,16955
2019,7,10,14,3,78.73,17739
2019,7,10,15,3,82.04,18441
2019,7,10,16,3,83.97,18982
2019,7,10,17,3,85.81,19332
2019,7,10,18,3,86.62,19483
2019,7,10,19,3,87.08,19166
2019,7,10,20,3,87.39,18513
2019,7,10,21,3,88.05,17629
2019,7,10,22,3,88.29,16933
2019,7,10,23,3,87.69,15600
2019,7,11,0,4,85.67,14176
2019,7,11,1,4,83.85,12975
2019,7,11,2,4,81.70,12159
2019,7,11,3,4,79.37,11586
2019,7,11,4,4,78.11,11195
2019,7,11,5,4,76.46,11190
2019,7,11,6,4,75.09,11623
2019,7,11,7,4,74.76,12307
2019,7,11,8,4,74.36,13041
2019,7,11,9,4,73.46,13801
2019,7,11,10,4,75.29,14616
2019,7,11,11,4,75.40,15605
2019,7,11,12,4,76.40,16595
2019,7,11,13,4,78.27,17594
2019,7,11,14,4,80.65,18441
2019,7,11,15,4,84.28,19043
2019,7,11,16,4,86.28,19308
2019,7,11,17,4,89.00,19128
2019,7,11,18,4,89.59,18453
2019,7,11,19,4,89.15,17498
2019,7,11,20,4,89.93,16573
2019,7,11,21,4,89.11,16020
2019,7,11,22,4,83.62,15476
2019,7,11,23,4,81.42,14359
2019,7,12,0,5,79.95,13200
2019,7,12,1,5,78.99,12237
2019,7,12,2,5,78.13,11590
2019,7,12,3,5,76.59,11089
2019,7,12,4,5,75.53,10804
2019,7,12,5,5,75.11,10781
2019,7,12,6,5,74.99,11137
2019,7,12,7,5,74.67,11701
2019,7,12,8,5,74.22,12424
2019,7,12,9,5,73.46,13133
2019,7,12,10,5,73.48,13964
2019,7,12,11,5,73.48,15046
2019,7,12,12,5,74.46,16196
2019,7,12,13,5,76.35,17203
2019,7,12,14,5,79.31,18083
2019,7,12,15,5,83.81,18566
2019,7,12,16,5,85.68,18737
2019,7,12,17,5,87.95,18558
2019,7,12,18,5,88.62,18047
2019,7,12,19,5,88.30,17314
2019,7,12,20,5,87.94,16729
2019,7,12,21,5,86.40,16112
2019,7,12,22,5,84.52,15708
2019,7,12,23,5,84.51,14669
2019,7,13,0,6,83.96,13480
2019,7,13,1,6,82.71,12493
2019,7,13,2,6,81.06,11714
2019,7,13,3,6,79.43,11106
2019,7,13,4,6,78.57,10789
2019,7,13,5,6,77.28,10602
2019,7,13,6,6,76.56,10627
2019,7,13,7,6,76.30,10648
2019,7,13,8,6,75.58,11135
2019,7,13,9,6,74.58,12226
2019,7,13,10,6,75.49,13524
2019,7,13,11,6,75.66,14821
2019,7,13,12,6,77.50,16011
2019,7,13,13,6,79.71,16881
2019,7,13,14,6,83.26,17522
2019,7,13,15,6,87.41,17698
2019,7,13,16,6,88.81,17540
2019,7,13,17,6,90.28,17210
2019,7,13,18,6,90.41,16827
2019,7,13,19,6,89.08,16316
2019,7,13,20,6,87.07,15639
2019,7,13,21,6,85.25,15100
2019,7,13,22,6,84.12,14710
2019,7,13,23,6,83.08,13721
2019,7,14,0,7,81.85,12687
2019,7,14,1,7,80.07,11750
2019,7,14,2,7,78.88,11027
2019,7,14,3,7,76.70,10554
2019,7,14,4,7,75.85,10179
2019,7,14,5,7,75.20,9923
2019,7,14,6,7,74.79,9875
2019,7,14,7,7,74.40,9805
2019,7,14,8,7,74.00,10260
2019,7,14,9,7,73.42,11366
2019,7,14,10,7,73.73,12559
2019,7,14,11,7,73.89,13679
2019,7,14,12,7,76.10,14696
2019,7,14,13,7,78.62,15648
2019,7,14,14,7,81.81,16390
2019,7,14,15,7,86.13,17040
2019,7,14,16,7,88.31,17554
2019,7,14,17,7,90.28,17953
2019,7,14,18,7,91.60,18034
2019,7,14,19,7,92.36,17841
2019,7,14,20,7,92.70,17237
2019,7,14,21,7,92.00,16471
2019,7,14,22,7,90.37,15977
2019,7,14,23,7,89.20,14633
2019,7,15,0,1,87.21,13337
2019,7,15,1,1,84.32,12271
2019,7,15,2,1,82.32,11451
2019,7,15,3,1,79.42,10899
2019,7,15,4,1,78.33,10595
2019,7,15,5,1,77.08,10573
2019,7,15,6,1,75.60,10998
2019,7,15,7,1,74.80,11614
2019,7,15,8,1,74.29,12552
2019,7,15,9,1,73.79,13510
2019,7,15,10,1,74.76,14666
2019,7,15,11,1,74.95,16049
2019,7,15,12,1,77.83,17254
2019,7,15,13,1,80.89,18342
2019,7,15,14,1,84.19,19212
2019,7,15,15,1,88.21,19701
2019,7,15,16,1,89.85,20080
2019,7,15,17,1,90.95,20012
2019,7,15,18,1,91.26,19868
2019,7,15,19,1,91.99,19615
2019,7,15,20,1,92.70,18911
2019,7,15,21,1,93.06,18047
2019,7,15,22,1,89.78,17208
2019,7,15,23,1,87.44,15777
2019,7,16,0,2,84.88,14352
2019,7,16,1,2,83.12,13182
2019,7,16,2,2,81.29,12316
2019,7,16,3,2,79.23,11649
2019,7,16,4,2,77.95,11261
2019,7,16,5,2,76.61,11171
2019,7,16,6,2,74.99,11585
2019,7,16,7,2,74.62,12215
2019,7,16,8,2,74.32,12867
2019,7,16,9,2,73.93,13663
2019,7,16,10,2,74.57,14837
2019,7,16,11,2,74.87,16351
2019,7,16,12,2,77.07,17698
2019,7,16,13,2,80.35,18735
2019,7,16,14,2,85.60,19741
2019,7,16,15,2,89.48,20175
2019,7,16,16,2,91.00,20486
2019,7,16,17,2,92.90,20597
2019,7,16,18,2,93.30,20504
2019,7,16,19,2,93.70,20256
2019,7,16,20,2,93.71,19606
2019,7,16,21,2,93.84,18705
2019,7,16,22,2,90.25,17920
2019,7,16,23,2,89.16,16419
2019,7,17,0,3,87.28,14958
2019,7,17,1,3,85.57,13773
2019,7,17,2,3,83.07,12907
2019,7,17,3,3,80.87,12172
2019,7,17,4,3,80.11,11697
2019,7,17,5,3,79.10,11597
2019,7,17,6,3,78.38,11808
2019,7,17,7,3,77.75,12461
2019,7,17,8,3,76.98,13166
2019,7,17,9,3,75.55,14121
2019,7,17,10,3,75.68,15393
2019,7,17,11,3,75.71,16893
2019,7,17,12,3,78.16,18146
2019,7,17,13,3,81.54,19113
2019,7,17,14,3,85.86,19887
2019,7,17,15,3,90.06,20232
2019,7,17,16,3,91.85,20237
2019,7,17,17,3,93.55,19822
2019,7,17,18,3,94.47,19224
2019,7,17,19,3,94.91,18479
2019,7,17,20,3,93.68,17653
2019,7,17,21,3,90.77,16895
2019,7,17,22,3,85.95,16418
2019,7,17,23,3,84.88,15222
2019,7,18,0,4,83.49,13969
2019,7,18,1,4,82.04,12921
2019,7,18,2,4,80.73,12211
2019,7,18,3,4,79.37,11683
2019,7,18,4,4,78.04,11385
2019,7,18,5,4,76.97,11308
2019,7,18,6,4,76.15,11666
2019,7,18,7,4,75.94,12242
2019,7,18,8,4,75.29,13046
2019,7,18,9,4,74.75,13947
2019,7,18,10,4,75.18,15056
2019,7,18,11,4,75.08,16411
2019,7,18,12,4,76.63,17655
2019,7,18,13,4,79.48,18588
2019,7,18,14,4,83.36,19367
2019,7,18,15,4,88.50,19867
2019,7,18,16,4,89.94,19795
2019,7,18,17,4,91.71,19292
2019,7,18,18,4,92.55,18510
2019,7,18,19,4,93.47,18225
2019,7,18,20,4,89.92,17484
2019,7,18,21,4,85.91,16842
2019,7,18,22,4,85.98,16331
2019,7,18,23,4,84.77,15124
2019,7,19,0,5,82.90,13809
2019,7,19,1,5,81.32,12840
2019,7,19,2,5,79.88,12131
2019,7,19,3,5,78.25,11579
2019,7,19,4,5,77.53,11263
2019,7,19,5,5,77.15,11148
2019,7,19,6,5,76.49,11465
2019,7,19,7,5,75.64,11975
2019,7,19,8,5,75.05,12671
2019,7,19,9,5,73.76,13687
2019,7,19,10,5,74.78,14942
2019,7,19,11,5,74.96,16352
2019,7,19,12,5,77.27,17623
2019,7,19,13,5,80.23,18653
2019,7,19,14,5,84.04,19448
2019,7,19,15,5,88.06,20010
2019,7,19,16,5,90.02,20299
2019,7,19,17,5,91.80,20412
2019,7,19,18,5,92.81,20359
2019,7,19,19,5,93.63,19934
2019,7,19,20,5,93.85,19201
2019,7,19,21,5,93.71,18290
2019,7,19,22,5,90.78,17611
2019,7,19,23,5,88.56,16279
2019,7,20,0,6,87.91,14861
2019,7,20,1,6,85.91,13655
2019,7,20,2,6,84.43,12805
2019,7,20,3,6,80.41,12124
2019,7,20,4,6,79.44,11584
2019,7,20,5,6,78.14,11287
2019,7,20,6,6,76.81,11193
2019,7,20,7,6,76.22,11173
2019,7,20,8,6,75.41,11570
2019,7,20,9,6,74.31,12555
2019,7,20,10,6,75.43,13753
2019,7,20,11,6,75.70,15008
2019,7,20,12,6,77.57,16096
2019,7,20,13,6,80.06,16877
2019,7,20,14,6,83.85,17176
2019,7,20,15,6,86.99,17997
2019,7,20,16,6,88.58,17169
2019,7,20,17,6,90.23,17276
2019,7,20,18,6,91.27,17302
2019,7,20,19,6,91.69,17149
2019,7,20,20,6,92.79,16730
2019,7,20,21,6,93.37,16057
2019,7,20,22,6,87.45,15530
2019,7,20,23,6,87.00,14490
2019,7,21,0,7,85.91,13396
2019,7,21,1,7,83.79,12410
2019,7,21,2,7,81.99,11718
2019,7,21,3,7,79.78,11127
2019,7,21,4,7,78.99,10704
2019,7,21,5,7,78.51,10450
2019,7,21,6,7,77.73,10382
2019,7,21,7,7,77.37,10294
2019,7,21,8,7,76.19,10812
2019,7,21,9,7,75.33,12025
2019,7,21,10,7,75.27,13360
2019,7,21,11,7,75.28,14676
2019,7,21,12,7,77.63,15741
2019,7,21,13,7,80.42,16715
2019,7,21,14,7,84.22,17533
2019,7,21,15,7,88.96,18144
2019,7,21,16,7,90.85,18609
2019,7,21,17,7,93.02,18939
2019,7,21,18,7,93.99,19065
2019,7,21,19,7,94.20,18824
2019,7,21,20,7,94.21,18145
2019,7,21,21,7,93.34,17372
2019,7,21,22,7,89.15,16766
2019,7,21,23,7,87.80,15533
2019,7,22,0,1,86.23,14295
2019,7,22,1,1,84.50,13235
2019,7,22,2,1,82.92,12367
2019,7,22,3,1,81.12,11765
2019,7,22,4,1,80.16,11335
2019,7,22,5,1,79.44,11211
2019,7,22,6,1,78.52,11533
2019,7,22,7,1,77.64,12178
2019,7,22,8,1,76.58,13039
2019,7,22,9,1,75.59,13849
2019,7,22,10,1,75.70,14859
2019,7,22,11,1,76.13,16048
2019,7,22,12,1,77.96,17096
2019,7,22,13,1,80.19,17994
2019,7,22,14,1,83.72,18708
2019,7,22,15,1,87.46,19187
2019,7,22,16,1,88.88,19327
2019,7,22,17,1,90.74,19162
2019,7,22,18,1,91.68,18767
2019,7,22,19,1,93.04,18047
2019,7,22,20,1,92.70,17271
2019,7,22,21,1,90.14,16546
2019,7,22,22,1,85.99,15809
2019,7,22,23,1,84.56,14577
2019,7,23,0,2,82.86,13281
2019,7,23,1,2,81.42,12328
2019,7,23,2,2,79.68,11653
2019,7,23,3,2,77.23,11163
2019,7,23,4,2,75.80,10905
2019,7,23,5,2,74.71,10864
2019,7,23,6,2,74.59,11246
2019,7,23,7,2,74.21,11943
2019,7,23,8,2,73.69,12555
2019,7,23,9,2,73.40,13077
2019,7,23,10,2,73.14,13548
2019,7,23,11,2,73.14,14168
2019,7,23,12,2,73.72,14591
2019,7,23,13,2,74.49,14860
2019,7,23,14,2,76.16,14905
2019,7,23,15,2,77.54,14366
2019,7,23,16,2,77.86,13728
2019,7,23,17,2,78.80,13355
2019,7,23,18,2,77.55,13217
2019,7,23,19,2,74.07,13061
2019,7,23,20,2,70.58,12798
2019,7,23,21,2,68.88,12547
2019,7,23,22,2,67.47,12412
2019,7,23,23,2,68.08,11631
2019,7,24,0,3,68.17,10662
2019,7,24,1,3,68.05,9890
2019,7,24,2,3,67.47,9386
2019,7,24,3,3,66.10,9076
2019,7,24,4,3,65.41,8889
2019,7,24,5,3,64.97,8952
2019,7,24,6,3,64.73,9364
2019,7,24,7,3,64.63,10024
2019,7,24,8,3,64.27,10628
2019,7,24,9,3,63.28,11150
2019,7,24,10,3,63.96,11703
2019,7,24,11,3,64.07,12389
2019,7,24,12,3,66.25,13059
2019,7,24,13,3,68.78,13670
2019,7,24,14,3,72.81,14456
2019,7,24,15,3,77.29,15039
2019,7,24,16,3,78.99,15606
2019,7,24,17,3,80.91,16004
2019,7,24,18,3,81.70,16154
2019,7,24,19,3,82.38,15952
2019,7,24,20,3,83.18,15268
2019,7,24,21,3,83.24,14360
2019,7,24,22,3,82.14,13757
2019,7,24,23,3,81.11,12528
2019,7,25,0,4,78.67,11264
2019,7,25,1,4,75.84,10321
2019,7,25,2,4,74.10,9680
2019,7,25,3,4,70.57,9255
2019,7,25,4,4,68.65,9016
2019,7,25,5,4,67.22,9029
2019,7,25,6,4,66.74,9398
2019,7,25,7,4,65.81,10019
2019,7,25,8,4,64.73,10656
2019,7,25,9,4,64.25,11302
2019,7,25,10,4,64.43,11994
2019,7,25,11,4,64.17,12778
2019,7,25,12,4,66.94,13588
2019,7,25,13,4,70.07,14455
2019,7,25,14,4,74.59,15250
2019,7,25,15,4,79.18,15841
2019,7,25,16,4,81.19,16348
2019,7,25,17,4,82.71,16625
2019,7,25,18,4,83.41,16559
2019,7,25,19,4,83.96,16351
2019,7,25,20,4,84.54,15620
2019,7,25,21,4,84.37,14787
2019,7,25,22,4,83.48,14143
2019,7,25,23,4,82.45,12924
2019,7,26,0,5,80.31,11660
2019,7,26,1,5,77.44,10671
2019,7,26,2,5,75.16,10015
2019,7,26,3,5,72.17,9584
2019,7,26,4,5,70.51,9359
2019,7,26,5,5,68.71,9347
2019,7,26,6,5,67.87,9697
2019,7,26,7,5,67.38,10251
2019,7,26,8,5,67.25,10809
2019,7,26,9,5,66.38,11492
2019,7,26,10,5,66.94,12262
2019,7,26,11,5,67.00,13271
2019,7,26,12,5,69.15,14221
2019,7,26,13,5,71.99,14895
2019,7,26,14,5,76.40,15571
2019,7,26,15,5,80.74,15952
2019,7,26,16,5,81.93,16214
2019,7,26,17,5,83.34,16475
2019,7,26,18,5,83.74,16405
2019,7,26,19,5,84.51,16189
2019,7,26,20,5,84.77,15420
2019,7,26,21,5,84.44,14557
2019,7,26,22,5,83.20,13938
2019,7,26,23,5,82.47,12750
2019,7,27,0,6,80.65,11557
2019,7,27,1,6,78.01,10544
2019,7,27,2,6,75.63,9835
2019,7,27,3,6,72.72,9367
2019,7,27,4,6,70.32,9045
2019,7,27,5,6,68.60,8948
2019,7,27,6,6,66.80,8945
2019,7,27,7,6,66.13,9016
2019,7,27,8,6,65.53,9383
2019,7,27,9,6,65.08,10204
2019,7,27,10,6,66.32,11227
2019,7,27,11,6,66.05,12269
2019,7,27,12,6,69.29,13290
2019,7,27,13,6,72.66,14234
2019,7,27,14,6,77.76,15027
2019,7,27,15,6,82.24,15612
2019,7,27,16,6,83.76,16087
2019,7,27,17,6,85.18,16379
2019,7,27,18,6,85.78,16467
2019,7,27,19,6,86.34,16166
2019,7,27,20,6,86.79,15438
2019,7,27,21,6,86.92,14608
2019,7,27,22,6,85.65,13957
2019,7,27,23,6,84.40,12825
2019,7,28,0,7,82.04,11702
2019,7,28,1,7,79.08,10684
2019,7,28,2,7,76.40,9961
2019,7,28,3,7,73.23,9455
2019,7,28,4,7,71.47,9074
2019,7,28,5,7,70.55,8856
2019,7,28,6,7,69.61,8824
2019,7,28,7,7,68.69,8807
2019,7,28,8,7,67.87,9153
2019,7,28,9,7,66.74,10093
2019,7,28,10,7,67.19,11186
2019,7,28,11,7,67.18,12278
2019,7,28,12,7,70.37,13473
2019,7,28,13,7,73.95,14631
2019,7,28,14,7,79.32,15538
2019,7,28,15,7,84.51,16182
2019,7,28,16,7,86.53,16578
2019,7,28,17,7,88.00,16804
2019,7,28,18,7,88.50,16998
2019,7,28,19,7,88.88,16719
2019,7,28,20,7,88.91,16131
2019,7,28,21,7,88.71,15354
2019,7,28,22,7,87.12,14733
2019,7,28,23,7,85.69,13500
2019,7,29,0,1,82.83,12208
2019,7,29,1,1,80.34,11189
2019,7,29,2,1,78.30,10430
2019,7,29,3,1,75.05,9908
2019,7,29,4,1,73.35,9642
2019,7,29,5,1,72.14,9638
2019,7,29,6,1,70.34,10076
2019,7,29,7,1,70.20,10737
2019,7,29,8,1,69.14,11460
2019,7,29,9,1,68.07,12282
2019,7,29,10,1,68.44,13323
2019,7,29,11,1,68.76,14590
2019,7,29,12,1,71.38,15894
2019,7,29,13,1,75.33,16978
2019,7,29,14,1,81.11,17823
2019,7,29,15,1,85.74,18339
2019,7,29,16,1,87.37,18742
2019,7,29,17,1,88.30,18942
2019,7,29,18,1,89.42,18900
2019,7,29,19,1,89.49,18545
2019,7,29,20,1,90.20,17752
2019,7,29,21,1,90.11,16752
2019,7,29,22,1,88.60,15879
2019,7,29,23,1,87.54,14392
2019,7,30,0,2,84.92,12925
2019,7,30,1,2,81.66,11821
2019,7,30,2,2,79.60,11052
2019,7,30,3,2,76.56,10489
2019,7,30,4,2,74.53,10098
2019,7,30,5,2,73.28,10059
2019,7,30,6,2,72.47,10406
2019,7,30,7,2,71.61,11031
2019,7,30,8,2,70.69,11629
2019,7,30,9,2,69.04,12378
2019,7,30,10,2,68.97,13277
2019,7,30,11,2,68.87,14504
2019,7,30,12,2,71.18,15734
2019,7,30,13,2,74.28,16934
2019,7,30,14,2,79.46,17913
2019,7,30,15,2,84.24,18657
2019,7,30,16,2,87.03,19087
2019,7,30,17,2,88.70,19217
2019,7,30,18,2,89.39,18945
2019,7,30,19,2,89.72,18354
2019,7,30,20,2,89.67,17453
2019,7,30,21,2,89.32,16610
2019,7,30,22,2,86.53,15830
2019,7,30,23,2,85.13,14466
2019,7,31,0,3,81.83,13190
2019,7,31,1,3,80.04,12120
2019,7,31,2,3,78.62,11339
2019,7,31,3,3,76.48,10823
2019,7,31,4,3,75.58,10503
2019,7,31,5,3,74.56,10464
2019,7,31,6,3,73.19,10884
2019,7,31,7,3,72.71,11558
2019,7,31,8,3,71.60,12126
2019,7,31,9,3,70.20,12739
2019,7,31,10,3,71.11,13393
2019,7,31,11,3,71.05,14219
2019,7,31,12,3,72.77,15110
2019,7,31,13,3,75.97,15988
2019,7,31,14,3,78.20,17075
2019,7,31,15,3,82.49,18001
2019,7,31,16,3,84.75,18361
2019,7,31,17,3,87.18,18286
2019,7,31,18,3,88.10,17816
2019,7,31,19,3,88.05,17350
2019,7,31,20,3,88.10,16530
2019,7,31,21,3,87.53,15739
2019,7,31,22,3,84.56,15074
2019,7,31,23,3,82.62,13810
2019,8,1,0,4,80.50,12542
2019,8,1,1,4,78.15,11581
2019,8,1,2,4,76.57,10836
2019,8,1,3,4,74.64,10340
2019,8,1,4,4,73.07,10032
2019,8,1,5,4,71.61,10011
2019,8,1,6,4,71.02,10377
2019,8,1,7,4,70.51,11051
2019,8,1,8,4,70.22,11648
2019,8,1,9,4,70.23,12399
2019,8,1,10,4,69.02,13357
2019,8,1,11,4,69.63,14605
2019,8,1,12,4,71.35,15928
2019,8,1,13,4,74.29,17165
2019,8,1,14,4,78.79,18166
2019,8,1,15,4,83.74,18721
2019,8,1,16,4,86.31,18802
2019,8,1,17,4,88.57,18390
2019,8,1,18,4,88.70,17667
2019,8,1,19,4,88.60,16639
2019,8,1,20,4,88.02,15614
2019,8,1,21,4,85.66,14978
2019,8,1,22,4,80.17,14133
2019,8,1,23,4,78.19,13032
2019,8,2,0,5,75.87,11973
2019,8,2,1,5,73.47,11087
2019,8,2,2,5,72.60,10477
2019,8,2,3,5,71.59,10077
2019,8,2,4,5,70.81,9882
2019,8,2,5,5,70.59,9868
2019,8,2,6,5,70.27,10223
2019,8,2,7,5,69.77,10913
2019,8,2,8,5,69.57,11454
2019,8,2,9,5,69.33,11966
2019,8,2,10,5,69.46,12501
2019,8,2,11,5,69.47,13140
2019,8,2,12,5,70.04,13815
2019,8,2,13,5,71.10,14611
2019,8,2,14,5,72.85,15367
2019,8,2,15,5,76.31,16017
2019,8,2,16,5,78.69,16548
2019,8,2,17,5,80.61,16722
2019,8,2,18,5,82.81,16547
2019,8,2,19,5,84.12,15914
2019,8,2,20,5,85.32,15054
2019,8,2,21,5,83.94,14501
2019,8,2,22,5,79.53,13997
2019,8,2,23,5,78.87,13085
2019,8,3,0,6,76.15,12061
2019,8,3,1,6,75.17,11124
2019,8,3,2,6,74.80,10497
2019,8,3,3,6,73.40,10036
2019,8,3,4,6,72.72,9765
2019,8,3,5,6,72.12,9608
2019,8,3,6,6,71.33,9612
2019,8,3,7,6,71.28,9731
2019,8,3,8,6,70.66,10042
2019,8,3,9,6,69.55,10840
2019,8,3,10,6,70.25,11668
2019,8,3,11,6,70.44,12585
2019,8,3,12,6,70.90,13533
2019,8,3,13,6,72.69,14487
2019,8,3,14,6,74.99,15267
2019,8,3,15,6,79.22,15857
2019,8,3,16,6,81.21,16404
2019,8,3,17,6,83.99,16703
2019,8,3,18,6,85.08,16713
2019,8,3,19,6,85.67,16300
2019,8,3,20,6,86.44,15538
2019,8,3,21,6,86.48,14885
2019,8,3,22,6,84.98,14244
2019,8,3,23,6,83.63,13255
2019,8,4,0,7,82.01,12200
2019,8,4,1,7,79.38,11243
2019,8,4,2,7,77.62,10482
2019,8,4,3,7,75.29,9990
2019,8,4,4,7,74.24,9671
2019,8,4,5,7,72.97,9470
2019,8,4,6,7,72.07,9443
2019,8,4,7,7,71.59,9518
2019,8,4,8,7,71.65,9803
2019,8,4,9,7,70.97,10648
2019,8,4,10,7,71.65,11607
2019,8,4,11,7,71.74,12535
2019,8,4,12,7,73.61,13507
2019,8,4,13,7,75.95,14411
2019,8,4,14,7,78.57,14926
2019,8,4,15,7,82.03,15245
2019,8,4,16,7,83.15,15217
2019,8,4,17,7,84.18,14965
2019,8,4,18,7,85.12,14736
2019,8,4,19,7,84.28,14524
2019,8,4,20,7,82.21,14061
2019,8,4,21,7,80.08,13741
2019,8,4,22,7,76.45,13305
2019,8,4,23,7,76.27,12375
2019,8,5,0,1,75.78,11414
2019,8,5,1,1,74.78,10624
2019,8,5,2,1,74.20,10081
2019,8,5,3,1,72.88,9691
2019,8,5,4,1,72.08,9519
2019,8,5,5,1,71.44,9629
2019,8,5,6,1,71.29,10116
2019,8,5,7,1,71.26,10953
2019,8,5,8,1,71.22,11586
2019,8,5,9,1,70.71,12063
2019,8,5,10,1,70.28,12528
2019,8,5,11,1,70.36,13119
2019,8,5,12,1,70.94,13715
2019,8,5,13,1,71.50,14393
2019,8,5,14,1,73.32,15400
2019,8,5,15,1,76.25,16017
2019,8,5,16,1,78.34,16601
2019,8,5,17,1,80.55,16926
2019,8,5,18,1,82.03,17004
2019,8,5,19,1,82.80,16728
2019,8,5,20,1,83.00,16151
2019,8,5,21,1,82.65,15451
2019,8,5,22,1,79.93,14800
2019,8,5,23,1,79.32,13561
2019,8,6,0,2,78.10,12285
2019,8,6,1,2,76.19,11297
2019,8,6,2,2,74.80,10580
2019,8,6,3,2,72.89,10160
2019,8,6,4,2,71.32,9856
2019,8,6,5,2,70.70,9860
2019,8,6,6,2,69.89,10273
2019,8,6,7,2,69.38,10972
2019,8,6,8,2,69.20,11554
