,value
2011-03-16,50.14625
2011-03-17,51.942499999999995
2011-03-18,63.66625
2011-03-19,67.21124999999999
2011-03-20,56.965
2011-03-21,60.94875
2011-03-22,68.68166666666666
2011-03-23,68.72416666666668
2011-03-24,60.88583333333333
2011-03-25,48.83833333333334
2011-03-26,47.91166666666667
2011-03-27,39.65708333333333
2011-03-28,39.78625
2011-03-29,44.44833333333333
2011-03-30,48.076249999999995
2011-03-31,44.30166666666667
2011-04-01,46.01
2011-04-02,50.445
2011-04-03,53.907916666666665
2011-04-04,66.72166666666666
2011-04-05,61.333333333333336
2011-04-06,50.63708333333333
2011-04-07,60.76541666666666
2011-04-08,65.09791666666668
2011-04-09,63.05791666666667
2011-04-10,61.12583333333333
2011-04-11,70.19541666666667
2011-04-12,67.62291666666667
2011-04-13,57.5625
2011-04-14,59.35583333333333
2011-04-15,62.38291666666667
2011-04-16,64.40333333333334
2011-04-17,57.53916666666667
2011-04-18,62.642083333333325
2011-04-19,68.63125000000001
2011-04-20,73.15125
2011-04-21,69.05125
2011-04-22,56.39041666666666
2011-04-23,59.231249999999996
2011-04-24,71.24875
2011-04-25,73.16083333333333
2011-04-26,73.75833333333334
2011-04-27,74.09416666666667
2011-04-28,73.36083333333333
2011-04-29,64.44708333333334
2011-04-30,62.901250000000005
2011-05-01,64.99249999999999
2011-05-02,68.77
2011-05-03,71.27666666666667
2011-05-04,60.71083333333333
2011-05-05,54.13708333333333
2011-05-06,57.255
2011-05-07,61.017500000000005
2011-05-08,66.28083333333333
2011-05-09,68.26375
2011-05-10,71.12875
2011-05-11,70.11749999999999
2011-05-12,70.185
2011-05-13,71.63625
2011-05-14,69.88208333333334
2011-05-15,67.9525
2011-05-16,63.923750000000005
2011-05-17,59.362500000000004
2011-05-18,58.03125
2011-05-19,63.10125
2011-05-20,68.32583333333334
2011-05-21,71.74916666666667
2011-05-22,76.13458333333334
2011-05-23,77.56
2011-05-24,79.23416666666667
2011-05-25,78.10041666666667
2011-05-26,81.31
2011-05-27,71.7725
2011-05-28,72.07833333333333
2011-05-29,75.89
2011-05-30,79.91208333333333
2011-05-31,82.58875
2011-06-01,83.63291666666667
2011-06-02,83.42833333333333
2011-06-03,78.71916666666667
2011-06-04,76.96541666666667
2011-06-05,80.81625
2011-06-06,77.985
2011-06-07,79.11625
2011-06-08,81.43458333333334
2011-06-09,81.65875
2011-06-10,79.31875000000001
2011-06-11,78.62208333333334
2011-06-12,77.62333333333333
2011-06-13,76.81083333333333
2011-06-14,75.28166666666667
2011-06-15,72.26458333333333
2011-06-16,74.18458333333334
2011-06-17,77.12375
2011-06-18,79.40791666666667
2011-06-19,76.80083333333333
2011-06-20,81.40875
2011-06-21,81.92833333333333
2011-06-22,80.06416666666667
2011-06-23,78.28833333333334
2011-06-24,79.24041666666666
2011-06-25,78.15041666666666
2011-06-26,78.13291666666667
2011-06-27,80.59208333333333
2011-06-28,82.02708333333334
2011-06-29,79.04791666666667
2011-06-30,78.98375
2011-07-01,79.58208333333333
2011-07-02,80.86416666666666
2011-07-03,81.97
2011-07-04,81.24374999999999
2011-07-05,77.30916666666667
2011-07-06,78.52416666666666
2011-07-07,78.50958333333334
2011-07-08,79.20708333333333
2011-07-09,79.26333333333334
2011-07-10,80.01291666666667
2011-07-11,82.96083333333334
2011-07-12,85.2075
2011-07-13,85.78291666666667
2011-07-14,79.44583333333334
2011-07-15,74.1875
2011-07-16,72.19166666666666
2011-07-17,75.18208333333332
2011-07-18,79.06166666666667
2011-07-19,82.18875
2011-07-20,84.77958333333333
2011-07-21,85.59416666666668
2011-07-22,86.80541666666666
2011-07-23,86.41666666666667
2011-07-24,85.64458333333333
2011-07-25,82.74333333333333
2011-07-26,80.23958333333333
2011-07-27,82.85041666666666
2011-07-28,84.39916666666666
2011-07-29,86.39625000000001
2011-07-30,87.02875
2011-07-31,81.7625
2011-08-01,80.46375
2011-08-02,83.41708333333334
2011-08-03,84.76625
2011-08-04,86.4225
2011-08-05,81.61416666666666
2011-08-06,79.02708333333334
2011-08-07,81.92583333333333
2011-08-08,84.31416666666667
2011-08-09,82.495
2011-08-10,82.66333333333334
2011-08-11,81.03958333333334
2011-08-12,77.27208333333333
2011-08-13,76.59083333333334
2011-08-14,76.62666666666667
2011-08-15,74.70541666666666
2011-08-16,75.61333333333333
2011-08-17,76.80583333333333
2011-08-18,77.39458333333333
2011-08-19,77.0875
2011-08-20,78.27333333333333
2011-08-21,79.10541666666667
2011-08-22,80.08875
2011-08-23,75.04708333333333
2011-08-24,75.7275
2011-08-25,79.97875
2011-08-26,80.40708333333333
2011-08-27,79.86416666666666
2011-08-28,79.28833333333334
2011-08-29,76.87
2011-08-30,74.7525
2011-08-31,75.63583333333334
2011-09-01,76.57958333333333
2011-09-02,78.7225
2011-09-03,78.14666666666666
2011-09-04,78.32458333333334
2011-09-05,76.5325
2011-09-06,75.99374999999999
2011-09-07,69.73458333333333
2011-09-08,70.05791666666667
2011-09-09,71.61125
2011-09-10,72.41083333333333
2011-09-11,72.88583333333334
2011-09-12,74.43541666666667
2011-09-13,74.06166666666667
2011-09-14,75.66
2011-09-15,76.22333333333334
2011-09-16,61.071666666666665
2011-09-17,57.62958333333333
2011-09-18,61.60958333333334
2011-09-19,63.97208333333333
2011-09-20,67.44875
2011-09-21,70.45958333333333
2011-09-22,71.62375
2011-09-23,71.5675
2011-09-24,70.99041666666666
2011-09-25,72.27416666666666
2011-09-26,72.69250000000001
2011-09-27,75.40666666666667
2011-09-28,72.60000000000001
2011-09-29,71.32125
2011-09-30,68.11874999999999
2011-10-01,57.375
2011-10-02,53.44625
2011-10-03,54.38083333333333
2011-10-04,58.94583333333333
2011-10-05,62.23541666666667
2011-10-06,62.56125
2011-10-07,61.67791666666667
2011-10-08,60.92250000000001
2011-10-09,62.848749999999995
2011-10-10,65.07583333333334
2011-10-11,62.64666666666667
2011-10-12,64.08041666666666
2011-10-13,68.35666666666667
2011-10-14,64.95
2011-10-15,61.98916666666667
2011-10-16,60.625416666666666
2011-10-17,68.38875
2011-10-18,67.87958333333333
2011-10-19,63.16708333333333
2011-10-20,52.31625
2011-10-21,51.05458333333333
2011-10-22,51.57833333333334
2011-10-23,52.557916666666664
2011-10-24,56.91958333333333
2011-10-25,58.470416666666665
2011-10-26,58.92541666666667
2011-10-27,63.85791666666666
2011-10-28,55.3325
2011-10-29,45.23500000000001
2011-10-30,44.52791666666667
2011-10-31,45.76666666666667
2011-11-01,47.62875
2011-11-02,47.662083333333335
2011-11-03,49.225
2011-11-04,54.002916666666664
2011-11-05,47.96541666666667
2011-11-06,48.78666666666667
2011-11-07,52.10041666666666
2011-11-08,52.5925
2011-11-09,53.318333333333335
2011-11-10,54.520833333333336
2011-11-11,44.04666666666666
2011-11-12,44.0225
2011-11-13,51.127916666666664
2011-11-14,59.794999999999995
2011-11-15,65.83333333333333
2011-11-16,66.74583333333334
2011-11-17,55.071666666666665
2011-11-18,39.03916666666667
2011-11-19,40.505833333333335
2011-11-20,54.330000000000005
2011-11-21,63.96041666666667
2011-11-22,63.16708333333333
2011-11-23,63.41458333333333
2011-11-24,50.581250000000004
2011-11-25,47.69958333333333
2011-11-26,50.82916666666667
2011-11-27,59.98208333333333
2011-11-28,63.310833333333335
2011-11-29,48.77458333333333
2011-11-30,41.58541666666667
2011-12-01,41.15916666666667
2011-12-02,42.650416666666665
2011-12-03,44.36708333333333
2011-12-04,45.062083333333334
2011-12-05,52.99333333333333
2011-12-06,60.94291666666667
2011-12-07,61.88291666666667
2011-12-08,42.192083333333336
2011-12-09,40.517916666666665
2011-12-10,44.05708333333333
2011-12-11,37.00125
2011-12-12,39.45708333333334
2011-12-13,46.122083333333336
2011-12-14,50.91916666666666
2011-12-15,53.356249999999996
2011-12-16,59.1825
2011-12-17,46.62833333333333
2011-12-18,39.544583333333335
2011-12-19,40.28875
2011-12-20,48.481249999999996
2011-12-21,56.913333333333334
2011-12-22,62.24166666666667
2011-12-23,59.48666666666667
2011-12-24,46.35125
2011-12-25,42.433749999999996
2011-12-26,44.41708333333333
2011-12-27,45.37125
2011-12-28,44.98875
2011-12-29,39.145
2011-12-30,44.8775
2011-12-31,54.643750000000004
2012-01-01,48.00333333333333
2012-01-02,44.598749999999995
2012-01-03,28.96166666666667
2012-01-04,28.40833333333333
2012-01-05,41.1225
2012-01-06,45.43083333333333
2012-01-07,52.59125
2012-01-08,52.029583333333335
2012-01-09,47.165
2012-01-10,48.80625
2012-01-11,50.64458333333334
2012-01-12,50.397083333333335
2012-01-13,39.291666666666664
2012-01-14,33.89208333333333
2012-01-15,38.2025
2012-01-16,35.387499999999996
2012-01-17,49.20791666666667
2012-01-18,50.348749999999995
2012-01-19,36.37708333333333
2012-01-20,42.393750000000004
2012-01-21,48.76166666666666
2012-01-22,41.264583333333334
2012-01-23,39.55041666666667
2012-01-24,50.374583333333334
2012-01-25,47.651250000000005
2012-01-26,52.586666666666666
2012-01-27,61.07833333333334
2012-01-28,45.92458333333334
2012-01-29,42.84
2012-01-30,43.28041666666667
2012-01-31,48.12166666666667
2012-02-01,53.47833333333333
2012-02-02,57.79208333333333
2012-02-03,49.13166666666667
2012-02-04,46.47125
2012-02-05,51.12833333333333
2012-02-06,41.557916666666664
2012-02-07,43.5925
2012-02-08,41.83958333333333
2012-02-09,40.53666666666667
2012-02-10,39.46041666666667
2012-02-11,41.96208333333333
2012-02-12,28.66416666666667
2012-02-13,34.26833333333334
2012-02-14,42.967083333333335
2012-02-15,47.46541666666667
2012-02-16,50.03958333333333
2012-02-17,51.99166666666667
2012-02-18,50.692083333333336
2012-02-19,46.372083333333336
2012-02-20,38.817083333333336
2012-02-21,40.699999999999996
2012-02-22,52.345416666666665
2012-02-23,59.72541666666667
2012-02-24,66.90875
2012-02-25,46.697916666666664
2012-02-26,39.85666666666666
2012-02-27,43.775416666666665
2012-02-28,51.43125
2012-02-29,51.43125
2012-03-01,57.125
2012-03-02,67.29458333333334
2012-03-03,55.89416666666667
2012-03-04,57.665416666666665
2012-03-05,49.66083333333333
2012-03-06,43.07833333333334
2012-03-07,40.58833333333333
2012-03-08,49.32583333333333
2012-03-09,59.04624999999999
2012-03-10,59.153333333333336
2012-03-11,48.32583333333333
2012-03-12,48.13666666666666
2012-03-13,55.69625
2012-03-14,63.78625
2012-03-15,66.70833333333333
2012-03-16,67.185
2012-03-17,67.06708333333334
2012-03-18,66.85166666666667
2012-03-19,64.35416666666667
2012-03-20,66.10916666666667
2012-03-21,69.08291666666666
2012-03-22,67.10208333333334
2012-03-23,68.0475
2012-03-24,68.97041666666667
2012-03-25,66.30416666666666
2012-03-26,59.22458333333333
2012-03-27,64.34583333333333
2012-03-28,56.82916666666667
2012-03-29,59.95166666666666
2012-03-30,71.18833333333333
2012-03-31,64.94500000000001
2012-04-01,67.13916666666667
2012-04-02,62.63999999999999
2012-04-03,67.97041666666667
2012-04-04,64.48125
2012-04-05,69.72916666666667
2012-04-06,64.60416666666667
2012-04-07,53.614583333333336
2012-04-08,53.46875
2012-04-09,58.943333333333335
2012-04-10,62.794999999999995
2012-04-11,62.612500000000004
2012-04-12,54.986250000000005
2012-04-13,48.94875
2012-04-14,53.1625
2012-04-15,58.42124999999999
2012-04-16,66.30958333333334
2012-04-17,71.18333333333334
2012-04-18,72.635
2012-04-19,60.31041666666667
2012-04-20,57.708333333333336
2012-04-21,61.4775
2012-04-22,66.19125
2012-04-23,58.54333333333333
2012-04-24,48.85541666666666
2012-04-25,50.72625
2012-04-26,56.093333333333334
2012-04-27,66.2275
2012-04-28,69.46416666666667
2012-04-29,62.05875
2012-04-30,64.74041666666666
2012-05-01,70.44416666666667
2012-05-02,74.365
2012-05-03,76.96958333333333
2012-05-04,76.65083333333332
2012-05-05,75.68791666666667
2012-05-06,75.11333333333333
2012-05-07,72.21375
2012-05-08,70.05499999999999
2012-05-09,70.67708333333333
2012-05-10,67.35333333333334
2012-05-11,62.39291666666667
2012-05-12,62.68291666666667
2012-05-13,63.93833333333333
2012-05-14,64.63416666666667
2012-05-15,66.61666666666666
2012-05-16,69.5475
2012-05-17,70.65458333333333
2012-05-18,70.47458333333333
2012-05-19,68.72791666666667
2012-05-20,66.49625
2012-05-21,68.45
2012-05-22,71.3025
2012-05-23,71.46916666666667
2012-05-24,70.16791666666667
2012-05-25,72.46791666666667
2012-05-26,76.57333333333334
2012-05-27,77.01041666666667
2012-05-28,76.7475
2012-05-29,76.83083333333333
2012-05-30,75.85458333333334
2012-05-31,75.57833333333333
2012-06-01,76.55666666666666
2012-06-02,74.38041666666666
2012-06-03,67.68208333333332
2012-06-04,67.92083333333333
2012-06-05,72.49208333333333
2012-06-06,68.53125
2012-06-07,64.395
2012-06-08,67.86
2012-06-09,71.81291666666667
2012-06-10,73.65083333333332
2012-06-11,74.74708333333334
2012-06-12,72.41916666666667
2012-06-13,74.83416666666666
2012-06-14,76.46875
2012-06-15,73.24625
2012-06-16,72.37583333333333
2012-06-17,71.165
2012-06-18,70.85208333333334
2012-06-19,74.16125
2012-06-20,78.1125
2012-06-21,80.69791666666667
2012-06-22,81.435
2012-06-23,81.32000000000001
2012-06-24,78.27125
2012-06-25,78.79208333333334
2012-06-26,79.52333333333333
2012-06-27,75.93916666666667
2012-06-28,72.67958333333333
2012-06-29,78.43208333333332
2012-06-30,87.72000000000001
2012-07-01,87.6925
2012-07-02,89.42333333333333
2012-07-03,81.53625
2012-07-04,83.73333333333333
2012-07-05,82.76583333333333
2012-07-06,84.88791666666667
2012-07-07,82.83375
2012-07-08,85.55624999999999
2012-07-09,88.48416666666667
2012-07-10,86.24958333333332
2012-07-11,77.18875
2012-07-12,74.20333333333333
2012-07-13,72.565
2012-07-14,75.45416666666667
2012-07-15,77.69833333333334
2012-07-16,79.19833333333334
2012-07-17,80.61291666666666
2012-07-18,80.51333333333334
2012-07-19,82.17
2012-07-20,81.21
2012-07-21,80.19416666666667
2012-07-22,78.37875000000001
2012-07-23,79.24333333333334
2012-07-24,81.85583333333334
2012-07-25,82.09416666666667
2012-07-26,80.08291666666666
2012-07-27,85.08416666666666
2012-07-28,85.50166666666667
2012-07-29,81.87625
2012-07-30,81.11583333333333
2012-07-31,80.24625
2012-08-01,77.07916666666667
2012-08-02,78.89041666666667
2012-08-03,81.41416666666667
2012-08-04,79.09833333333334
2012-08-05,79.82125
2012-08-06,80.34708333333333
2012-08-07,79.95416666666667
2012-08-08,77.64375
2012-08-09,77.62625
2012-08-10,77.2025
2012-08-11,75.36291666666666
2012-08-12,75.27374999999999
2012-08-13,74.82458333333334
2012-08-14,76.07583333333334
2012-08-15,77.06875
2012-08-16,77.63625
2012-08-17,76.0225
2012-08-18,76.40791666666667
2012-08-19,75.91166666666668
2012-08-20,72.31458333333333
2012-08-21,71.99583333333334
2012-08-22,73.08916666666666
2012-08-23,72.89666666666666
2012-08-24,73.79208333333334
2012-08-25,73.71416666666667
2012-08-26,70.91166666666668
2012-08-27,73.31125
2012-08-28,76.05333333333333
2012-08-29,77.27125
2012-08-30,77.00416666666666
2012-08-31,76.56458333333333
2012-09-01,79.54041666666667
2012-09-02,82.40541666666667
2012-09-03,80.31166666666667
2012-09-04,77.0975
2012-09-05,76.55458333333333
2012-09-06,77.51125
2012-09-07,78.02499999999999
2012-09-08,77.18291666666667
2012-09-09,77.23666666666666
2012-09-10,70.79875
2012-09-11,68.12916666666666
2012-09-12,68.07458333333334
